asin,rating,title,text,date
B001RVFDOO,5,Yum!,"I was on the fence about buying these for months. I read the reviews and were impressed by them but, the possibility of being stuck with 24 bags of chips I hated made me nervous. This was my first food order from amazon and I am glad I picked this product to be. I absolutely love these chips. I deiced on the variety pack to start with in case I didn't like one flavor had others I could eat. Turns out though I enjoy them all.<br /><br />They are thicker than your normal potato chip with a great crunch and more of an airy texture. One bag fills me up as a mid-day snack. The flavors themselves are a bit bolder than you would expect from a chip. For me this was a good thing. I would have to say the bbq is my favorite. The flavor reminded me a lot of lays bqq but a bolder version of it, the sweet bqq flavor with a bold kick at the end. My bags had very few broken chips in them. Everything about this order was great.<br /><br />My father was around when I was trying my first bag, making fun of them cause they were healthy. I offered him one and he accepted probably to do some dramatic spitting it out and eww effect. He looked at me confused once he ate it, promptly took the bag out of my hand and walked away with it. This is a man who HATES anything healthy, but shows how good the flavors are.<br /><br />I will definitely be buying these again.",10/16/09
B001RVFDOO,5,Awesome Chips!!!!!!!!!!!,"I picked up a 3 oz bag of the Salt and Vinegar chips last weekend at Wegman's and in a blink of an eye, the bag was GONE.  Very nice vinegar flavor.  Bad side was in a blink of an eye they were gone which is not good for portion control.  I ordered the variety pack in .8 oz size (single serving) to help with portion control.  Most of the flavors I like - but fair warning, the parmesan garlic is VERY garlic. Love the salt and pepper.  With 100 calories a pack, what a nice change from baked chips.  Try it - you will like it.",5/28/09
B001RVFDOO,5,Popchips RULE!,"Popchips are really, really good! Don't expect a regular old, greasy potato chip, but DO expect something equally AWESOME that stands on its own. Popchips don't leave any funny residue in your mouth like some other ""diet"" chips, and they don't have a lot of fat and calories - only 100 cal. per single-serve bag! I got the variety pack, and liked every one of the six flavors - some better than others (because I'm not a big fan of cheddar chips by ANY maker, so these were as good as any), but all were good, most were GREAT. Even non-dieters who tried them liked them. It seems like they cost a bit more than the average bag of chips, but maybe that's because I had to buy a case. Even so, they're worth it if you're fighting the battle of the bulge and want a lo-cal indulgence you wouldn't otherwise be able to enjoy. My recommendation: EAT POPCHIPS!",10/6/09
B001RVFDOO,5,Definite POP - Not Baked or Fried,"Here's the straight talk from a foodie, not a Top Chef food critic, but a foodie:<br />-Name: Pop Chips. They are cooked in a kettle with pressure and heat. Fantastic. Not baked or fried. Made by the company POP CHIPS so it isn't frito lays or mars trying to forcefeed America in disguise.<br />-Packaging and Branding: Colorful and way too heavy-duty bags. This is why they are slightly expensive. Similar to kettle chips packaging. You will have fun opening the bags with a POP. Packaging was great. I've eaten about 6 of the small bags and not one was even slightly damaged.<br />-Taste and Texture: They are about the size of half-dollar coins, kind of puffy like a pork rind or rice cake, and they are not crunchy hard like potato chips but they do crunch. Definitely distinctive and they deserve a place on the market.<br />-Nutrition: 100 Calories! Unfortunately, you know what this means. It's not a big grab by any means. It's about 15-20 chips per .8 oz bag. Which, honestly, is great for portion control. It's probably all we need and popchips knows it. Definitely more filling than other 100 calorie snacks made by, say, SnackWell or the oreos/mini muffins type.<br />-Flavor: The 3 pack comes with Cheddar Potato, Sea Salt and Vinegar, and Barbecue Potato. As an English major I'm inclined to take the ""potato"" off the label. Just as salty and flavorful as normal chips, but not overpowering like some (cheap tortilla chips/some doritos). NATURAL taste.<br />I bought these on sale with a 15-20% discount I believe. I might purchase them again if I won a gift card or something, but I would rather look for these in a store or at a warehouse club and save some cash/trees on the gigantic box they come in. But if you are on the fence and worried about being disappointed, you won't be. This is definitely quality over quantity.",5/14/10
B001RVFDOO,5,Delicious! Even For Those Who Dont Enjoy Healthy Food,"I ordered these chips due to other readers reviews being so good. In addition, my pregnant wife and I enjoy foods that are portioned and easy for taking on the go. But the main reason I ordered these chips was that they are a health conscious choice and the flavor does not disappoint! They are excellent.<br /><br />Here is a nutritional breakdown:<br /><br />Calories: 100<br />Calories from Fat: 30<br />Total Fat: 3g<br />Saturated Fat, Trans Fat, Poly and Mono: 0g<br />Cholesterol: 0mg<br />Sodium: 160mg - 7%<br />Potassium 180mg - 5%<br />Total Carbohydrates 15g - 5%<br />Dietary Fiber 1g - 4%<br />Sugars 2g - 4%<br />Protein 1g<br />Calcium 2%<br />Iron 2%",1/19/12
B001RVFDOO,2,Beware hidden ingredients,"I hate to type this, because there are so many people that really enjoy this product, but take a look at the ingredients in this so-called ""all-natural"" product. I have the cheddar cheese flavor right in front of me, so that is the only flavor I can vouch for right now.  About halfway down the list of ingredients you'll see ""yeast extract."" Unfortunately, this is the new MSG.  Many people are still unaware of this fact and ""natural"" food companies are taking advantage.  It is a chemical flavor enhancer whose potential side effects are very scary.  Google ""MSG yeast extract"" for yourself, or check out [...].",12/27/09
B001RVFDOO,5,Popchips for Weightwatchers,"Here is a nutritional breakdown:<br /><br />Calories: 100<br />Calories from Fat: 30<br />Total Fat: 3g<br />Saturated Fat, Trans Fat, Poly and Mono: 0g<br />Cholesterol: 0mg<br />Sodium: 160mg - 7%<br />Potassium 180mg - 5%<br />Total Carbohydrates 15g - 5%<br />Dietary Fiber 1g - 4%<br />Sugars 2g - 4%<br />Protein 1g<br />Calcium 2%<br />Iron 2%<br /><br />For Weightwatcher folks this breaksdown to 2 Points.......",2/22/12
B001RVFDOO,2,"Pringles, instant coffee, and Stephen Baldwin","These are to potato chips as Pringles are to chips; as instant coffee is to brewed coffee; and Stephen Baldwin is to Alec Baldwin - same family but scant resemblance.  So I'd buy a single, small package at your grocers and try them out.  Not for everyone, and certainly not for my family which includes two teenage boys.  Even they take a pass on these unless they are truly desperate.  Crispness is OK.  Even mouth feel is good, but there is a lingering (not good) taste - again, kind of like Pringles.  PS: the flavors are OK but definitely taste like they were made at that flavor factory along the Jersey Turnpike.",8/21/11
B001RVFDOO,1,Barely any chips in the bag!,"Purchased the 0.8oz bag (Seemed the same size as the other bags when purchased), but didn't realize it was 0.8 ounces as compared to other bags.  Just be aware - might be perfect for some, but not for us.  Having a bag with 10 potato chips in it doesn't cut it for me.  Might be perfect for kids - but just a heads up.",5/18/12
B001RVFDOO,5,Great Snack!,"We tried these chips because DR. OZ had recommended them on his show as a healthier potato chip alternative.  My whole family loves them, we have not found a flavor that we don't like.  These are WAY better than any baked style chip.  Try them and you won't be disappointed!",3/24/12
B001RVFDOO,5,Pretty delicious,"These chips are pretty delicious.. Even the original flavor with nothing on it is good. It's not as delicious as Doritos, but it's also not fried either, which definitely balances it out. A good snack for all times of day!",8/30/10
B001RVFDOO,5,Great Snack!!,MY kids loved these and they were such a great deal. I didn't feel so guilty about giving my kids chips!!,8/30/10
B001RVFDOO,4,Popchips are great!,"Like many others, we were on the fence about buying these Popchips, with the possibility of being stuck with 24 bags of chips that even the dogs may not eat.  Turns out though we enjoy them all, the kids like the plain ones, saying they taste like Pringles, and my wife and I are particularly fond of the cracked pepper and salt.  We are not fans of BBQ chips in general, but still ate the BBQ Popchips.<br /><br />I will definitely be buying these again",8/30/10
B001RVFDOO,5,love this snack,Everyone should try these chips. They are healthier than regular chips. And they taste good.,8/29/10
B001RVFDOO,5,My kids and I ate these up!!,"This was our first time trying Popchips, but I had heard so many good things about them so I was eager to try them.  We ordered the variety pack to try a few flavors.  My kids gobbled all of them easily but their favorite was the salt and vinegar.  My favorite by far is the BBQ flavor.  We love popchips here!!!",8/29/10
B001RVFDOO,5,Pop Chips...Yum!!!,"These are the best alternative chips I have ever tried. I have shared them with friends and relatives and they all agree. You get enough in the single serve packs to be truly satisfied and if you are a weight watchers customer, they are GREAT, only 2 points for each bag!!!",8/21/10
B001RVFDOO,4,Short and Sweet,Possibly THE best salt and vinegar chips (healthy or not) ever!  The salt is just right and compliment the vinegar's tartness perfectly.<br /><br />All the chips are good.. salt and pepper can be a little overwhelming.,8/20/10
B001RVFDOO,5,Can I just say Yum?,"These are by far one of the most tasty chips available in the market. It's not greasy, doesn't leave a strong after taste as compared to other chips available in the market.  First time time tasting it was during the Natural Product Expo West 2009 in Anaheim, fell in love with it almost right away.<br /><br />The only thing I can complain about this product was probably the price, which is higher compared to chips of other brands.  In addition, the barbeque flavor and the original flavor are slightly salty compare to the rest of the flavor in the variety pack.<br /><br />Amazon's pricce on this item, along with the subscription discount made me pull the trigger almost instantaneously.  if you have a costco nearby, you can also purchase this item at a very discounted price, slightly higher than what Amazon offers though.",8/16/10
B001RVFDOO,5,Perfect,"This variety pack is perfect for when you want something crunchy and salty.<br />The selection of flavors were great choices for me - I liked them all.<br />The portion keeps you from overeating, and they are healthier for you than<br />potato chips, even the baked ones.<br />I recommend these and will be buying them again and again.",8/13/10
B001RVFDOO,5,Great tasting,The popchips are a nice alternative to potato chips. They are not greasy and only 100 calories per bag. Great for dieters. Fits in with a low calorie diet. Definitely would recommend trying at least once.,8/13/10
B001RVFDOO,5,Amazing,Totally amazing and very delicious.<br /><br />My favorite flavors (from best to worst):<br /><br />1. barbecue<br />2. sour cream and onion<br />3. cheddar<br /><br />4. salt and pepper<br />5. original<br />6.  vinegar and sea salt,8/10/10
B001RVFDOO,5,Salt and Vinegar and BBQ rock!,Salt and Vinegar and BBQ rock!  Plain were OK....Didn't really care for Cheddar.  Nice to start w/a variety pack to find the ones you prefer.,8/7/10
B001RVFDOO,4,Watch out- they are addictive,"If you had to choose, my favorites were the sea salt and vinegar, followed by salt and pepper. Suprisingly, the original flavor was my least favorite, probably because I was spoiled by all the flavor the others offer. Very tasty chips, healthier alternative to regular chips without compromising on flavor. In fact, the taste is better than most regular chips I've had. Would highly recommend this product! This is a really nice product.",8/5/10
B001RVFDOO,5,Def a good buy,"I got these for $10 for the 24 pack, so a pretty good deal. They are about as healthy as the baked chips I usually buy.  They all taste great and Im officially a fan.<br /><br />It's pretty much what it sounds like chips that are popped instead of baked.  So they do have some ""air"" in them.  .8 ounce bags is slightly more than the .75 ounches in baked lays bags I was buying.<br /><br />Good buy if you can get a good deal like I did",8/5/10
B001RVFDOO,5,Scrumptious!,"Popchips are a healthy and light alternative to regular potato chips.  They are full of flavor, and only 2 Weight Watcher points per delicious bag!  I have shared these chips with family and friends, and they are all now fans!<a href=""http://www.amazon.com/gp/product/B001RVFDOO"">Popchips 6-Flavor Variety Pack, 0.8-Ounce Single Serve Bags (Pack of 24)</a>",8/4/10
B001RVFDOO,5,Delish!,"I am very pleased with these.  Note: they are kosher (kof k) Pareve!  At 100 calories / bag, they make a delicious snack.",8/3/10
B001RVFDOO,5,Chips,Excellent taste for a low calorie snack.  This size bag is exactly 100 calories and you get a lot of chips.  I prefer these to the regular greasy chips.,8/1/10
B001RVFDOO,5,Very Happy Surprise,I expected..idk..maybe tasteless cardboard...but these are really good..i have only tried the bbq so far..but it packs a lot of flavor and you get a lot of chips in a single serving bag!  I will update after my family beach trip because i am taking the 24 pack with us for some moderately healthy snacking..my only caveat is..these could prove to be addictive..i am looking to watch my weight..and these are definitely a temptation!  Very happy with this product:),7/30/10
B001RVFDOO,3,"Great chips, poor packaging","I order these chips on a regular basis.  If you are doing Weight Watchers, these chips are 2 points a bag.  When this particular shipment arrived at my house, it was poorly packaged.  I received a case of crumbs instead of a case of chips.  This is the 1st time in the four times that I've ordered these, hopefully it won't happen again.",7/30/10
B001RVFDOO,5,What a treat!,i love popchips and this was really a treat to get the variety of flavors and the individual bags were such convenience! Thank you!,7/30/10
B001RVFDOO,5,Best Healthy Potato Chip!,"I absolutely love Pop Chips as a healthy alternative to regular, fatty chips.  The Seat Salt and Pepper and the Sour Cream and Onion are my favorites.  I don't crave regular chips at all!",7/28/10
B001RVFDOO,5,I LUUUV me some POPCHIPS!!!,"I LUV me some POPCHIPS!!  These are great snack items.  I ordered a case, and passed them around my office.  Now everyone is addicted to these chips. I have not found anyone that did not like these chips...and they are healthier than the baked chips out there. YUMM!!",7/27/10
B001RVFDOO,4,Good crunch & light taste,"Popchips don't taste like a lot of the other lowfat salty snack options.  They are light in taste and big on crunch.  Great alternative to potato chips.  I'm not a fan of the BBQ flavor but I do like the sea salt & vinegar, salt & pepper alot and sour cream and onion.  Like the individual bags - perfect for on the go and lunches.",7/27/10
B001RVFDOO,5,Pop Chips are great,"When I found these chips I was shocked to see how little fat there is in these. They taste great and the are actually not bad for you either. I told my sister, and she has told her friend everyone loves them after they try them. We order boxes so we can have them at work instead of using the vending machines, the office loves them. They can be a little hard to find, that why I order the online.",7/26/10
B001RVFDOO,5,Good way to try the different flavors,"This 24-pack lasted about a month, and I sampled all of the flavors but only got to eat the barbecue flavor once, as it is my wife's and my favorite. So, I reordered just the barbecue. Great snack for 100 calories. I've purchased the reduced fat Pringles 100-calorie individual packs before, and you get a lot more chips in a Popchips bag than from Pringles.",7/22/10
B001RVFDOO,5,Yummy!!!!!,Great product! All the flavors were delicious. Loved the fact that the single serve bags were about 100 calories each.,7/19/10
B001RVFDOO,5,GREAT PURCHASE,"I LOVE THESE CHIPS, I HAVE THEM ON AUTO ORDER EVERY 2 MONTHS, THEY TASTE GREAT, I CAN NOT BELIVE THE WHOLE BAG HAS 100 CALORIES, I HAVE A BAG EVERY DAY, IT SURE HAS HELPED MY WEIGHT LOSS BY HAVEING THEM IN LITTLE BAGS, SO I DO NOT EAT A HUGE AMOUNT",7/19/10
B001RVFDOO,5,excellent!,I am very impressed with the flavors. ALL OF THEM! There were a few flavors I wasn't sure I was going to like....but they are really good also! The flavors are very intense. You are not getting a bland chip. I'm on the monthly plan but I've already had to order them ahead of schedule twice!,7/18/10
B001RVFDOO,5,Delicious,PopChips are delicious and much healthier than your regular potato chips. I love all the flavors !! It's also nice to get a variety box with single serving bags.,7/14/10
B001RVFDOO,5,Eat without feeling guilty!,Fabulous - tasty but not awful for you!  I've already recommended to folks I work with.  Will continue to purchase!,7/4/10
B001RVFDOO,5,Pop chips variety,It is simple. These chips taste great and are a healthier alternative to other brands. Way better than anything baked! I highly recommend them!,7/2/10
B001RVFDOO,5,Popchips,The Popchips were excellent - had excellent flavor and low in calories.  When you eat these - don't need another potato chip!,7/1/10
B001RVFDOO,5,These definately are 5 stars.  Deeelicious,"These chips are delicious and low in calories.  I love the salt and vinegar, and the barbeque.  We buy them by the case.  They are great.  Thanks for offering them.",6/29/10
B001RVFDOO,5,Love pop chips!,"I love pop chips and the variety pack was fantastic.  Delivered quickly - these chips are filling, full of flavor and way healthier than other types of chips.",6/27/10
B001RVFDOO,5,pop chip goodness,"I first tried them after a product get together at Jelly Belly in Fairfield, Ca. I was so pleased, that I wanted more!  Well my Husband said he saw some at Costco so he got a few flavors and boy was I hooked. I sent my Grandsons in Idaho a box of 24 mixed small packages and also a friend in Ohio the same thing.  I am on a calorie counting diet along with my Husband and we eat the popchips almost every day. I like the different flavors and the fact they are healthy for you...alot better then baked or fried.  I am sold and really enjoy them...you came up with a fantastic product.  Sincerely, Viki Crabtree",6/11/10
B001RVFDOO,4,Delicious and The Right Amount,"Pop-Chips are VERY GOOD!  I'm on a mission to lose weight and these have replaced high calorie snacks.  I think I even like these better than regular chips!  The BBQ, Salt & Vinegar, and Cheddar are really good alone (and I'm not normally a BBQ chip person).  I tend to eat the Original, Sour Cream & Onion , and the Salt & Pepper with Laughing Cow Cheese as a dip.  I don't really care for the salt & pepper as much as the others because I don't really like pepper in general and these are very peppery.  I wish they would replace the salt & pepper with the parmesan garlic flavor.<br /><br />Also, I like to buy these small packages to limit my portion size, but also because there are a lot of chips in this one little bag.  It also makes it really convenient for me to grab a few bags and take them to work or throw a few in the car.  I don't have kids but the small bags would be nice for kids as well.",6/11/10
B001RVFDOO,5,BEST chips!!,"My son and daughter-in-law told me about these chips and they purchased a few bags at a store and I will say they are higher in stores then you can get them online on Amazon. They brought me a bag and I was hooked! So I ordered popchips online and they are the ""BEST"" chips!! There wasn't a flavor I didn't like or that my family didn't like. I am a (chipaholic) and these are better for you and a great tasting chip. I highly recommend these to anyone that can't do without eating chips either with a sandwich, hamburger, or just to munch on midday.<br />You won't be dissapointed.",6/7/10
B001RVFDOO,5,Love those chips,The pop-chips are great. I had heard they were really good and I totally agree. I love being able to have all the flavors. I like the variety.<br />The chips were delivered quickly and safely.,5/23/10
B001RVFDOO,5,LOVE THIS PRODUCT,I love popchips and especially when they are in individual portion sizes and a variety of flavors...good for you and tastes great and are easy to put in lunches or snacks on the go!,5/16/10
B001RVFDOO,5,Everyone Should To Try These At Least Once,"If I had to describe a Popchip, I would say that it's a hybrid of a  potato chip and a popcorn cake.  I was a little skeptical, at first, since I was trying to figure out how they were made if they weren't baked or fried, but I was pleasantly surprised when I tried them.  This variety pack gives people a good opportunity to try the six different flavors and decide which ones are their favorite(s).  If you're a snacker or if you are looking for a healthier alternative to fried potato chips, this are a must-try.",5/13/10
B001RVFDOO,5,Fully enjoyed,"I liked most all of these except for the cheddar ones.  These are packed with flavor and are a great alternative to regular potato chips as well as being just 80% just as good.<br /><br />The best way to describe these is that they are like rice cakes except make from potatoes.  I hate rice hates but loved these (just the texture is compared to rice cakes not the flavor)and I will definitely purchase them again in the future.<br /><br />I recommend giving these a chance, they are a great healthy and quick snack.",5/4/10
B001RVFDOO,5,Great low-cal snack!,"For 100 calories a bag, these are the closest thing you will get to regular potato chips, they have great crunch and flavor.",4/6/10
B001RVFDOO,5,So good!,"These are crunchy and very tasty!  These don't taste like the 'usual' chips from the store.  When I first tried them, I could tell right away they were different from the greasy, salty, fatty chips I was used to eating.  These have their own flavor and crunch and I started to appreciate them right away.  I noticed I didn't feel so sluggish and icky after eating these.  Which was wonderful.  The combo package is great because the flavors are all very different and tasty.  And I love the smaller packages.  They really hit the spot without the risk of overindulging.",4/5/10
B001RVFDOO,5,these are awesome,"the pop chips are really incredible. They are very flavorful and crispy. My Favorite is the BBQ, but that is just me, they are all good. I would highly recommend these to anyone who is watching their weight of just for overall better health.",3/30/10
B001RVFDOO,5,Great chips,"these chips tatse great, and the serving size is good. we especially liked the variety pack with six flavors",3/28/10
B001RVFDOO,5,popchips hmmmm hmmm hmmm,"I recently received the variety packs of popchips. i have them delivered to work and everyone just loves them.<br /><br />i tried one flavor ...delicious, next flavor.... excellent, next flavor... oh my goodness, even better and it gets better and better.<br /><br />Best snack in recent memory.  :)",3/17/10
B001RVFDOO,5,Loved it!,"Very tasty chips, healthier alternative to regular chips without compromising on flavor. In fact, the taste is better than most regular chips I've had. Would highly recommend this product! If you had to choose, my favorites were the sea salt and vinegar, followed by salt and pepper. Ironically, the original flavor was my least favorite, probably because I was spoiled by all the flavor the others offer.",3/3/10
B001RVFDOO,5,Worth The Money!,"These chips might seem a little expensive compared to other leading (and unhealthy I might add)chips, but I was not disappointed in my purchase. They arrived in a few days and made the perfect snack for me and my husband's lunches. Also, we checked for the closest store selling these and it was Target 50 miles away in Tulsa and would have been costly to buy them as they are more per case and the drive to get them.",3/1/10
B001RVFDOO,5,I love Pop Chips!,"The reason why I ordered this on-line is because the only Pop Chips they have in my store are the regular and salt and vinegar & barbeque.  I LOVE the sour cream and onion ones - actually I love ALL of them, but it's great to have them in the 100 calorie bag, because if they weren't I wouldn't be able to stop eating them.",3/1/10
B001RVFDOO,5,Great chip substitute!,I love these chips...and my husband does too. He wipes them out before I can get to them. The variety pack is a great way to determine which flavor you like. They are packaged well and always fresh. The bag contains a generous portion. I've purchased many times and am never dissapointed.,2/22/10
B001RVFDOO,5,Great low-fat no cholestrol snack,"This is a great chip replacement! Wow all the flavors are terrific,good with a sandwich, soup, or just a late night snack!",2/2/10
B001RVFDOO,5,Great Chips,Pop Chips are the best chips I've had in a long time.  I'm a Weight Watcher and to satisfy that salty craving I get now and then these chips are the ticket and they are only 2 points.  And when I buy a case of them they average I think about .94.  Not bad.,1/30/10
B001RVFDOO,5,Entire family loves them,"loved the assortment pack. everyone in family loves them.  low fat, lower calorie and all natural, simple snack for kid's lunch bags. It is peanut and tree nut free (safe for allergy kids) and although it is made on equipment shared with wheat, I bought this for my child who is on an wheat limiting diet.",1/23/10
B001RVFDOO,5,YUM!!!,"I am a chip addict and these are by far some of the tastiest, non-homemade chips I've ever had. Plus they're healthy! Only problem is I can't decide which flavor is my favorite.",1/20/10
B001RVFDOO,5,CHIP LOVER,"I love these chips. They are excellent! On the Weight Watchers plan they are only 2 points per bag which is GREAT for potatoe chips. LOVE the single serving bags for portion control. Also love Amazon.com for selling them. Can't find them in the stores. I will be ordering these forever. Great product.<a href=""http://www.amazon.com/gp/product/B001RVFDOO"">Popchips 6-Flavor Variety Pack of 24 [Amazon Frustration-Free Packaging</a>]",1/20/10
B001RVFDOO,5,BBQ is terrific!,"I love these chips and they are a perfect low fat snack to keep me held over through my day.  The only thing bad about the Amazon price is they are about $20 for a 24 pack.  That is 80 cents each.  Sadly I discovered this great snack at work in the vending machine - for 75 cents.  I would expect to buy them for .50 a pack if I have to buy 24 and not from a vending machine.  I highly recommend these chips, but there is no savings buying the from Amazon.",1/17/10
B001RVFDOO,5,popchips r hella good,Variety pack of popchips r sooo good all flavors r delicious and r way healthier than regular greasy potato chips....popchips r half the fat and only 100 calories so a def must buy,1/6/10
B001RVFDOO,5,Excellent,I am in love with POP Chips! They are my go to low calorie snack! The largest 100 calorie pack out there!,1/6/10
B001RVFDOO,5,Excellent Product,These chips are very good. Wish we could purchase them in our area. Great chance to try them in this offer.,12/25/09
B001RVFDOO,5,Pop Chips - Better tasting and Better for you than regular chips,"These are better than any low calorie chips I've ever had, and I prefer them to normal chips. They are wonderful. Oprah even loves them.  I would buy this box again, and probably will, because I LOVE that these are 100 calorie packs. The barbeque and salt and vinegar ones are AWESOME.",12/25/09
B001RVFDOO,4,Pop Chips,They were not bad tasting...........they served the purpose that I wantned with a sandwich nice and crunchy,12/25/09
B001RVFDOO,5,Popchips 6 Flavor Variety,These chips are delicious and each bag only has 100 calories.  They are not fried but just baked and come in 6 different flavors.  For anyone who is dieting but loves potato chips these are great.,12/25/09
B001RVFDOO,5,Popchips,These are the best chips ever and what a great swap for all the fat and calories of regular chips.  Not to mention that they come in single servings so when you eat the WHOLE bag it's ok!!!  Great product and I would highly recommend it anyone.,12/25/09
B001RVFDOO,5,Yummy!,I originally found these at a Target out of my home town. I fell in love with them as part of my Weight Watcher's plan. They are a good snack alternative when I crave something salty. I could not find them where I live so I purchased them from the Pop Chips web site which took me through Amazon. Yummy!,12/20/09
B001RVFDOO,5,Great Natural Potatoe Chips With Low Calories!,"This is one of the best new products I have ever tried in a long time.....These are delicious chips, they taste like chips, ( not styrofoam) and are all natural !<br />The Barbeque are outstanding, as are the plain, sour creme and onion, salt and pepper. I don't love the Cheddar or the Salt and vinegar, they are a bit strong.<br /><br />If you are on weight watchers each bag is 2 points, and are a great find to cover the crunchy/salty crave, If you are not on weight watchers, you will still enjoy them. My husband loves them, my co-workers love them, kids love them. They can not believe their Mom is allowing them to eat a bag of chips a day!<br /><br />Overall an excellent product !",12/17/09
B001RVFDOO,5,Taste great,These taste wonderful!  Guilt free if you can stop at one bag.  Will definitly buy again!,12/17/09
B001RVFDOO,5,Love at first bite,"Love, love, love these crunchy little treats.  They remind me of ""Munchos"" but without the greasy tounge afterwards.  I don't usually like flavored snacks, but these are all great, not overwhelming and no gross aftertaste.  I subscribe to them so I will never run out:)",12/8/09
B001RVFDOO,5,Fantastic Product !!!!!,What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers.,11/21/09
B001RVFDOO,5,Sooo tasty,"I really liked these chips.<br /><br />They came recommended from my friend and I really like them. The variety pack is great to try all of the flavors - although there were some I wasn't so fond of.<br /><br />The cheddar, bbq, and salt/pepper chips are great. The traditional ones are get this.... traditional. No excitement there.<br /><br />The chips are great - my brother still asks if I have any around the house but I haven't yet purchased them again.<br /><br />Hint: the have the texture of the snack Munchos.",11/3/09
B001RVFDOO,5,absolutely delicious,I love these chips so much... and I can't get over how delicious each variety is!! The price here is AWESOME too!,10/30/09
B001RVFDOO,5,"Healthier, better tasting option","I picked up a few bags of these at my local HEB and couldnt help but consume half of a bag in a day. The entire stock didnt last even a week for me.<br /><br />Many chips say they have a bold flavor but they never deliver. These, however, do. I tried the Garlic Parmessan chips and the first things I thought was how strong and delicious the parmessan was.. shortly followed by a garlic flavor. Combined with a sharp crunch, I cannot have enough of these chips. I'm almost afraid to buy a 24 pack because I know they won't last a month.<br /><br />It also helps that these things are pretty healthy for you. I mean, they are a potato crisp so you can't be entirely guilt-free... but I don't knock myself for going to town. I just avoid the potato chip aisle these are on when I need to lay low on the snack foods ;)",9/23/09
B001RVFDOO,5,Deliciousness for little calories!,These chips are incredible! Enough can't be said about them. They are better than potato chips and without the guilt of fat and calories!,9/19/09
B001RVFDOO,5,Healthy yum.,I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.,9/18/09
B001RVFDOO,5,Excellent!!,"Love these pop-chips! The variety bag was a great deal, especially with the $5 off.  Tasty, low fat- just what I needed as a healthy alternative for a great price. I highly recommend these!",9/17/09
B001RVFDOO,5,Popchips - The perfect snack to pop in your mouth,"I love Popchips!! They taste great and they do not have all of the fat that regular chips contain.  I was introduced to the wonderful world of Popchips several months ago and I have not looked at regular chips the same.  I do not consume copious amounts of potato chips, however, I do occasionally pack my kids lunch with the salty tubers. My family enjoys the Popchips so much, that I purchased a variety pack of 24 (0.8oz bags) from Amazon.  They taste very good and the texture is wonderful, although I will admit they are a bit salty.  I really enjoy the salt and pepper flavor the best, with the salt and vinegar coming in a close second.  Make sure you have a large glass of water as you are consuming these popped treats, because as I stated before they are quite salty. I highly recommend these for individuals who eat potato chips and want a somewhat more healthy alternative.",7/9/09
B001RVFDOO,5,LOVE THEM,Love All THE FLAVORS!!!!! JUST THE RIGHT SIZE PACKAGE AND TASTE GREAT!!!!! GIVE THEM A TRY YOU WILL LOVE THEM ALSO!!!!!,6/27/09
B001RVFDOO,5,crunch without guilt,"I discovered Pop Chips a year or so ago, and my whole family LOVES them!  We are partial to crunchy, salty snacks (like potato chips) but hardly ever get them because of the calorie overload.  These are a perfect substitute!  Great to tide you over between meals, or with a sandwich, or a movie-watching snack.  The small size bags are perfect for NOT getting too carried away, too!",6/21/09
B001RVFDOO,4,great taste now in a 100 calorie bag,"I love popchips, The bag now has only 100 calories. and it bit smaller but If you are craving pop chips without the fat and still taste great. These are for you. A bit pricey but worth it.",6/15/09
B001RVFDOO,5,Love this product!!,"I heard of these through my weight watchers magazine. They a had a $5 coupon code so I figured ""what the heck!"". WOW -- pop chips are amazing - every flavor is AWESOME! I particularly liked the salt & pepper. If you want crunch and flavor - these are for you!!",6/10/09
B001RVFDOO,1,Weird flavors....,"I don't know why everyone loves these chips. They are healthy but taste disgusting. Only the original flavor tasted good, so getting the variety pack was a very bad idea. I would not buy this again and would rather go with baked chips than these. Pirate's Booty makes popped chips that are way better.",5/26/11
B001RVFDOO,3,Can someone post some of the nutrition facts?,"I am interested in these but was wondering if someone that has them could post some nutrition info on them? Mainly, fat, fiber, sugars, and then any vitamins? Thanks so much!!",6/5/11
B001RVFDOO,5,These are a great snack,"I shared these with my two older sons, then ordered more. These are great to put in the glove compartment for after work.",9/11/10
B001RVFDOO,3,pretty good  - but won't buy again,"I decided to try these based on the reviews - they are pretty good - especially for a more healthy option, but not sure I'll get them again.",6/30/12
