,asin,rating,date,combined_text
88,B000G6RYNE,5,01/18/2008,Tasty Great price for an excellent chip. At about 80 cents for a 2 ounce bag these are a bargain as well as a very tasty chip. Everyone I've let try these has been impressed and commented on how good they taste. I've yet to find a Kettle chip that disappointed!
89,B000G6RYNE,4,08/26/2011,"Crisp I love these chips, which is why I bought them, to stock up for the entire school year. The chips taste great, and packages were all sealed and in good condition when the arrived. The box on the other hand was in tatters, with holes and complely squished... I don't know if that was a result of customs or the voyage, but to receive it was a bit disgruntling given it was falling apart. Luckily, there were no victims within. All the chips are as they should be."
90,B000G6RYNE,3,02/06/2011,Vinegar... Not my taste! This is the first time I tried Sea Salt & Vinegar chips. Not my taste. Make sure you like salt & vinegar before ordering. You may be in for a suprise if you have never tried them before. I'll stick with the salt and black pepper chips.
91,B000G6RYNE,5,12/15/2010,"spicy thai chips TOTALLY ORGASMIC. these chips are the best spicy chip i have ever tasted. signed up for the subscribe and save option. the case contained 15(FIFTEEN, FULL SIZED BAGS) OF CHIPS. the price per unit equals $1.73 per package. that is not even the cost of plain chips. if you add the free shipping and the fast delivery, this deal is a steal. so run like you stole something over to your computer and order the SPICY THAI CHIPS. p.s. even if you paid the going price of $30.00, you are still ahead of the curve. ENJOY"
92,B000G6RYNE,5,12/01/2010,"Delicious, what else did you expect? Seriously, now. Tasty, tasty, tasty. Fresh, too!The only problem is that you have a pack of 24 and that can lend itself to wanting to make multiple trips to the cupboard for more helpings! Or, grabbing multiple bags to begin with. Pace yourself! I keep saying.You can't go wrong with these if you're a fan of the salt and vinegar classic flavor.2-ounce bags are about double the size of the kid's bags; about the same size as the ones in the small gas station racks. It's really a good size for an adult.It's a somewhat healthier snack than a typical bag of fried chips, but it has 300 calories per bag. Again, not too bad, but something to think about.Bottom-line: Delicious!"
93,B000G6RYNE,5,11/29/2010,"Great Value Despite coming in an extremely large box, I found this to be great value. All the bags were preserved with a reasonable expiration date that is months away. I'd definitely recommend."
94,B000G6RYNE,1,07/13/2010,"I have had better ""Jalapeno Kettle Chips"" These were nasty, they were so greasy and too rich for my blood, plus they lacked major flavor, no spicy jalapeno flavor at all. I was so dissapointed in these chips, I am always hearing great things about these chips but I am telling you, yuck yuck yuck. Give me pain chips any day. Maybe there is a better kettle chip brand out there but I am staying clear from these chips. I wish I could give these zero stars if I could."
95,B000G6RYNE,4,01/31/2010,"Spicy but good If you like spicy, then these are for you. I like spicy, so I enjoyed these. They're also crunchy, as kettle-cooked chips should be."
96,B000G6RYNE,3,12/24/2009,"boulder salt and malt vinegar chips are way better These are decent, but if you want a realllly good salt and vinegar chip, try Boulder's Salt and Malt Vinegar chips. THOSE are awesome."
97,B000G6RYNE,2,11/18/2009,"POTATO CHIPS Being a salt-free product is why I purchased this, but the chips are quite greasy."
98,B000G6RYNE,5,10/10/2009,"Lightly Salted, Heavily Delicious! These are the best potato chips that money can buy. There is just enough salt to taste it, but not so much that it masks the lingering potatoey awesomeness after you've wolfed down a bag of these beauties. Each chip has the perfect thickness - my teeth get excited every time I put one in my mouth! Everything about these chips is so perfect, it's like they were made by God and delivered by Gabriel himself. Now that I know Amazon carries these, I don't even have to leave my house to buy them! I may never eat anything else again!"
99,B000G6RYNE,3,08/25/2009,"Too Much Flavor These things are just too darn cheesy. If you like a lot of flavor, you'll love these. Otherwise, you will overdose on their cheddary goodness."
100,B000G6RYNE,5,04/01/2008,"Love at first bite! Tongue-puckering tang and crunch! I first discovered Kettle Chips with sea salt and vinegar while shopping at Trader Joe's with my daughter Mindy. I couldn't believe how tasty they were; the best chip I had ever eaten. It was love at first bite, and I've been munching them ever since.Other things in their favor: they're thicker than other chips, so don't crumble as I'm devouring them; they're delightfully crunchy; and the salt-and-vinegar combination is heavenly. I tried to create an original line to describe this palate-pleasing taste treat, but couldn't beat what the manufacturer said: tongue-puckering tang and crunch. Isn't that poetic?As for health values, since Kettle Chips are not peeled during preparation, I'm getting more nutrition, such as potassium and vitamin C. My mother would approve of that, and the fact that they're hand-cooked in small batches.I often enjoy Kettle Chips as an afternoon snack with my favorite soda or iced tea, but they're also delicious with a tuna sandwich or a hot dog for lunch. Well, actually Kettle Chips go perfect with everything ... except ""sweets,"" of course.My only problem is that they're so delicious I can't stop eating them. That's the reason I chose these smaller packets; I figured 24 could last me almost a month, if I was a good girl, kept my appetite under control--and hid them from the kids! For the sake of fewer calories, I try hard and have succeeded so far. It isn't easy, but ...Have I told you how much I love them?Reviewed by: Betty Dravis, 2008Millennium Babe: The Prophecy"
101,B000G6RYNE,5,07/27/2007,"The Best Chips...PERIOD! You don't need salt to hide the taste of potato chips. And these chips prove it. The taste of the potato comes through, instead of being masked. OK, so they're still a snack food, but no salt and no trans-fats mean these are about the healthiest potato chips you can get. And if you're on a low-salt diet (like I am), having these available means I can eat chips, and Kettle are just the best."
102,B000G6RYNE,5,01/17/2008,"Delicious Extra Crunchy These potato chips are excellent.There are no trans fats.They taste absolutely delicious.Whenever I am in the mood for potatoe chips, Kettles is the brand I buy.A great product that anyone should enjoy and I highly recommend them!Enjoy!"
103,B000G6RYNE,5,01/10/2009,"Chip snob alert! It feels strange to review chips, but I am compelled because these are my absolute favorite chips. Kettle has lots of flavors but I always go back to these regular lightly salted.They are thicker and sometimes greasy at the bottom of the bag, plus they often looked burned. They are not actually burned. It has something to do with how much sugar is in the potato that makes it dark. I love to open a bag and find some browned chips.Lays and Wise have their place but I've become a chip snob thanks to Kettle.Like Edy's or Breyer's ice cream, some products are worth the money. These are the best of the best."
104,B000G6RYNE,5,02/10/2008,Best Salt & Vinegar! I have tried a lot of S&V chips and these are the best! Real sea salt and REAL vinegar! Mouth-watering flavor & crispiness. Not for the faint of heart - the flavor is very authentic! :)
105,B000G6RYNE,5,03/23/2007,"Gourmet powerful Salt & Vinegar chips! Kettle brand chips are very crunchy. I would say regular plain old Lays potato chips are at the ""soft"" end of the ""soft/crunchy"" spectrum. Ruffles brand potato chips used to be considered the crunchiest, but Kettle brand chips are far more crunchy. If you have a tender mouth or bad teeth (dentures) you might want to steer clear of Kettle brand. Otherwise, you'll love these chips. The Sea Salt & Vinegar chips are super TANGY. I enjoy taking swigs of vinegar bottles from time to time. I am dissapointed with all other Salt & Vinegar chips either because the chips are too soft and/or the vinegar taste whimpy and/or chemically. Rest assured Kettle Sea Salt & Vinegar has a gourmet flavor. The vinegar flavor has no chemical flavor and could NEVER be called whimpy!"
106,B000G6RYNE,1,09/26/2009,"They changed the Chips now they taste horrible I once loved these chips and they were the only chips i would buy. I discovered them when I was in England back in 2000 and quickly became a fan. About a year ago I picked up a bag that was on sale at my local supermarket. I was finding it odd that they were on sale so much but took advantage of it. After opening the bag I found the chips were not even close to the Kettle chips I was used to. They were all uniform whitish yellow in color, flavor was way off, the lovely extra crisp brown chips were gone completely and I was very disappointed. So I e-mailed Kettle with the following: ""What Happened? I bought this bag of chips the other day and they have a very different taste; It tastes ""cheaper"". I don't know how else to put it... I also noticed that the chips seemed to be less cooked as I did not see any of the browner colored chips that have the most flavor. I am hoping that nothing has changed with the ingredients or process used to produce this product. Did I just get a weird batch? I have been buying only Kettle Chips for about 10 years now so I am wondering."" I did receive a reply: ""Thanks for letting us know about your experience with your Kettle Brand Chips. It sounds like you may have received a bag that should not have slipped by our inspections, and we apologize.Our potatoes do vary seasonally which could account for a variation in color-but our chips should still taste great!Thanks for providing us with the ""best before"" code from the bag. This really helps when passing on your comments to our staff.We are sending some coupons to replace your purchase with any of our Kettle Brand flavors or nut butters, believing you will have a great experience with your next purchase! In case you buy this product again, we suggest avoiding the same best before date (if you still have it) in the rare instance another bag from the same case slipped by our inspections at the same time.Thanks again for letting us know about this and expect the coupons to arrive within 3 weeks. Please let me know if I can be of any more help."" Well the next bag was good. Since that time I have picked up 3 bags of chips all were like the ""bad"" bag so I am pretty sure that they have changed there product to reduce cost. I did some research and found out that Kettle was bought out by a private equity company. So the same cookie cutter management processes are probably being employed at Kettle. Acquire company with high quality brand recognition, sell product to mass merchants, lower quality/cost of product to increase margin and finally sell company just before the customer base starts to realize that the brand is no longer a quality brand. increased profits make the company more valuable on paper so they make a nice profit for the investors. Customer and employees lose out of course as does an unsuspecting buyer of the exploited brand. Stay away from Kettle chips they are no longer the same..."
107,B000G6RYNE,5,01/27/2012,"Do not miss the salt! Someone brought these to a party we had last month and I didn't put them out because the buffet was full and didn't think anyone would like saltless potato chips. Last week we had some friends over and these were all I had in the pantry so I put them out. OH MY GOSH THEY ARE SO GOOD! I was so wrong to think they would be bland; they are full of real potato flavor, wonderfully crisp and very fresh tasting. I am here on amazon to buy a case, I only want to have these with dips. Truly delicious!"
108,B000G6RYNE,5,02/17/2009,Great deal These Backyard BBQ Kettle Chips were a great deal with the promo code. It was nice to have a larger size bag. Some Kettle Chips in the grocery store are only about 5 ounces and we polish them off in one family lunch! They arrived fresh and were not in crumbles as some other chips from Amazon Grocery have been. Great flavor and All Natural!
109,B000G6RYNE,5,06/27/2008,"Best Chips out there!!! I have tried Herrs, UTZ, wise, pringles, lays etc....but Kettle tasted the best. The quantity of salt used is the optimum which is required.Although they say serving size 1 ounce, you will finish the whole packet in no time. Total calories is 300 for 2 ounce bag. This is slightly on the higher side. But still it is ok, as they have not compromised on the taste.Only issue was that all packets have some burnt chips, which taste bad. Kettle should take care when packing to ensure no burnt chips are there.Thanks to Amazon to get 24 bags for just 12 bucks with free shipping using their coupon."
110,B000G6RYNE,4,08/30/2008,"Great price, but not as tangy as I expected. Chips are not as tangy as I hoped or expected. Poore Brothers is a better choice for the ""hard-core"" Salt N Vinegar fans."
111,B000G6RYNE,3,06/21/2008,burnt These bags had a lot of overcooked brown pieces. also felt very greasy. Had to keep wiping my fingers on a napkin.
112,B000G6RYNE,3,07/11/2007,"Gaaak! An ""extreme"" potato chip...! The first time I tried these, I thought, ""WOW!"" but I quickly found they were just too darn spicy and tart... Hard to enjoy the potato-chippiness of them when your mouth is under seige."
113,B000G6RYNE,2,09/22/2010,"Kettle Chips Got these Kettle Chips Sea Salt & Vinegar (15 5oz bags) and was not impressed. Tasted kind of flat. I was eating some out of the bag, when I looked down into the bag and noticed a hole in the bag about the size of a sesame seed. Then I started looking at all the unopened bags and MANY of them had this type same hole. Some bags had multiple holes. One bag had a hole the size of a dime at the bottom of the bag like a rodent had got to it. The box they shipped in had NO holes so they we're packed this way. So much for quality control and who ever let these ship should be fired. Needless to say I'll never be eating anymore Kettle products and expect a full refund from Kettle or Amazon.M. Martin"
114,B000G6RYNE,5,05/18/2012,"Absotively, Posilutely Delicious Chilling in the fridge seems to boost the flavor even more; and using them, rather than corn chips, to make nachos will have your tastebuds singing like Janet Jackson. (But without any of the associated wardrobe risks. (-:) HIGHLY recommended."
115,B000G6RYNE,1,03/15/2012,"Gone down hill When originally produced in England these we're the best chips I had ever tasted but unfortunately since they were bought out by the US conglomerate they now taste plain nasty. Hard rather than crispy, are much thinner than they used to be and lacking any flavour , a real shame."
116,B000G6RYNE,1,02/06/2012,completely ripped off after opening numerous bags I found that none of the chips had any flavoring on them. completely plain and gross. how does this even happen?
117,B000G6RYNE,5,06/25/2011,"C H I P.....C H I P.....H O O R A Y....!!!!! : ) ( B A C K Y A R D.....B A R B E C U E ) I was getting VERY worried, when I read some of the other reviews here. Specifically, the ""One Star"" reviews, to which I always go, to see if the faults these other reviewers find with any merchandise would prevent me from buying it.WOW! They sure seemed to hate the KETTLE CHIPS, BACKYARD BARBECUE 9-OUNCE BAGS, (PACK OF 12), that I had bought as 1 ounce bags, liked A LOT, decided to subscribe....and then, for good measure, got 2 orders of the 9 ounce bags.Yes...I love potato chips....especially these KETTLE CHIPS, BACKYARD BARBECUE FLAVOUR....but others seemed to really HATE them...or at least, hate how they had changed.But then I realized they were talking about OTHER FLAVOURS! Amazon, in it's deep wisdom, has obviously seen fit to put ALL comments concerning ALL flavours of KETTLE, (and other brands of?????) potato chips, TOGETHER!Of course, this DOES have SOME advantages, because most potato-chip lovers, (like me!), enjoy eating several flavour, and brand varieties. So, comparisons can be made easily. Also, as we're all potato-chip lovers, but each person has his or her very favourite flavour that they are reviewing, we are, here a sort of ""United Nations of Potato Chip Lovers""....all different, but all united in our love of Potato Chips! (The rest of the world can REALLY benefit from the example of our tightly-knit, but ever...er,...expanding...group here, I think! : ) But -- not at first realizing that thesedifferent flavour reviews were all together, did cause me a little confusion and dismay.... at least to begin with.... (Amazon should have mentioned that this is the ""Kettle Potato Chip Review Forum""! : )I am happy to report that KETTLE CHIPS, BACKYARD BARBEQUE FLAVOUR, are totally delicious! (At least they are in the one-ounce bags...hopefully the same product in the 9 ounce bags will taste the same!) These are definitely chips for ADULTS, however -- and/or children whose stronger-than-adult taste buds can withstand the very strong flavour of these chips. They are NOT the strongest flavour I have ever had...that was from a jalapeno pepper chip which was far too strong for even me!These Backyard Barbeque chips by Kettle, however, have just the right amount of sweetness, (with honey powder, onion and sugar), to take the edge of the stonger flavours(paprika, chili pepper, cayenne pepper, and natural smoke flavour), of which there is less, (they come further down in the list of ingredients than the sweeteners.)The complete list of ingredients of these KETTLE BACKYARD BARBECUE CHIPS, (in the 1-ounce bags, and hopefully, in the 9 ounce bags as well), is as follows:PotatoesVegetable Oil, (Safflower and Sunflower Oil),Honey Powder, (Dried cane sugar, honey),Rice PowderSugarSaltOnion PowderTomato PowderPaprikaTorula YeastGarlic PowderChili PepperCitric AcidCayenne PepperPaprika Oleoresin, (Colour)Natural Smoke FlavourNaturally cooked, natural ingredients. The combination is a true taste treat!Of course, as with all ptato chips, moderation is the key.Potatoes contain a LOT of potassium....which gives energy and othr good things....but too much of which can damage kindneys. The vegetable oil is great -- but too much oil, (as well as too much starch, from the potatoes), can hurt the eyes. Natural smoke flavour is SO yummy....but it, (as well as sugar), has -- in very large amounts -- been linked to cancer productionAs far as the starch from the potatoes and oil go, thiscan be ameliorated, (a bit), by drinking TEA...which is good for the eyes. But as far as the potassium, (energy - good, too much -- bad for the kidneys), and the sugar and natural smoke flavour, (too much leading to cancer production) -- the only thing is to do what is good in everything.....M O D E R A T I O N...!Twice or three times a month, I allow myself to go on what I call a ""Potato Chip Diet"". I eat only one large bag, (or the equivalent in small ones), of potato chips all day. I supplement this with tea, coffee, and lemonade, as well as several servings of Carnation Instant Breakfast Essentials, (I like the Dark Chocolate flavour) This adds up to fewer calories than I would normally eat, if I had my normal three meals a day plus snacks. It also teaches me to eat s-l-o-w-l-y, because that one big bag, (or many little bags), never lasts as long as I'd like. Anyway, with excercise and sensible eating, the rest of the month, (and keeping my scale nearby, and weighing myself at least twice a day, every day), I've taken off ten pounds in the last three months! : )These BACKYARD BARBEQUE flavour potato chips from KETTLE,are totally scrumptious. Except for those jalapino chips, (which tasted good, but were far too spicy for my own taste buds), I have yet to meet a potato chip I didn't like to eat. These Kettle BACKYARD BARBEQUE flavour potato chips, with their combination of potatoes, sweetness, and spices, have truly become one of my top five favourites....if not the VERY first favourite, of all!Flavoured potato PERFECTION!"
118,B000G6RYNE,3,06/14/2009,"Not the Best These chips are okay. Personally, I find the flavor combination on a greasy chip to be somewhat strange. They're not necessarily bad but they're the kind of chip where you're only going to be able to have three of four chips before the flavor loses its novelty."
119,B000G6RYNE,1,09/27/2010,"STALE. Beware buying these on special! I've bought these at the local supermarket and enjoyed them although they are so salty that a few leave my tongue and roof of my mouth burning. Keeps you from eating too many! Occasionally I get really stale items from Amazon.com and this was one. Unedible. Beware of the quality of food items on this website that are on special as they can be very close to due dates or in this case, not expired but stale and unedible just the same."
120,B000G6RYNE,4,04/23/2008,"THESE ARE VERY GOOD These chips are VERY GOOD!! I couldn't stop eating them. They didn't last very long.The reason I gave them 4 stars, instead of 5, is because I think the bags are a little hard to open. I'm not sure why they need to make a potato chip bag that sturdy, you may need some scissors on hand to open them much easier."
121,B000G6RYNE,1,02/10/2012,"USED to be my favorite chips Kettle Brand chips used to be so good...oily, crunchy, flavorful. I suspect the company has been bought out and the recipe has been changed for the worse. Now they're no better than any other big name brand chip. Try the Good Health Kettle Style Olive Oil chips instead. They are as good as the Kettle Brand once was. R.I.P., Kettle Brand chips. :("
122,B000G6RYNE,1,02/04/2012,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips... ...you can absolutely forget about these. Confirmed by other reviewers, these chips are now total garbage. Like chewing on styrofoam packaging ""peanuts"". Positively awful, no hyperbole or exaggeration. I'll NEVER buy anything from Kettle brand ever again! From a reportedly once great ""premium"" brand, literally any mass market chip I've ever tried tastes better than these. Stale and rancid tasting, and virtually no salty taste whatsoever. Completely awful!"
123,B000G6RYNE,1,05/31/2011,"Disgusting These chips are nasty. I thought someone had spilled a drink in the bag, no the chips were just soaked with grease. Nasty!!"
124,B000G6RYNE,2,10/12/2010,"Taste terrible, way too strong Unless you like salt vinegar chips as salty as eating actual pinches of salt and drinking actual vinegar, i doubt you will like these chips. These are the saltiest & sourest chips I have ever had, and the only reason stops me from throwing these away is because I paid for 2 full boxes and dont like to waste food. The brown chips are especially bad, besides being salty and sour, they also taste overcooked and burnt. Unless you are the rare kind that can take this kind of extreme taste, you will not like these chips.I actually have a high tolerance for sour taste, so I can down a bag of chips with a bit of difficulty. But normal people, please do not try this at home."
125,B000G6RYNE,1,12/28/2009,Over-fried I bought this brand as a trial since I am tired of the Pingos.It claims that it is natural. I have no argument on this. But the point is that more than 50% in the bag is over-fried and in brown color. I really suffer eating the over-fried chips. I open some other bags and it looks like the same. So I just throw away all of them. I don't know if I was with bad luck or every bag they are selling is the same. But for sure I will never buy this brand any more.
126,B000G6RYNE,4,10/31/2009,No salt Kettle chips. They are good but wish they were also baked. Have not found baked no salt potato chips anywhere. If there are any I wish someone would post.
127,B000G6RYNE,3,01/05/2008,Not as good as the English sell These are better in England. I don't know why. Maybe it's just nostalgia on my part.
128,B000G6RYNE,1,04/05/2009,VERY DISAPPOINTED I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORSSALT & FRESH GROUND PEPPERTUSCAN 3 CHEESEN.Y. CHEDDAR AND HERSTHEY ALL TASTED THE SAME TO ME. IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.I WISH I COULD RETURN THE UNOPENED BAGS.
129,B000G6RYNE,1,05/04/2010,"dripping in oil I purchased these because of the low salt, and they were indeed low in salt. However, many, many of the chips in the bag were literally dripping in oil. I have never encountered this problem with other potato chip brands. It was very unappetizing, and who wants all that oil? I will never buy these again, and I would not recommend them to others."
130,B000G6RYNE,2,09/17/2010,"Not so good. If you are looking for STRONG S/V flavor these definitely aren't for you. Very mild in comparison to many others. I live in TX and I can tell you I've tried ALL S/V chips I can get ahold of. The best of the best are HEB (storebrand) and World Market. Bob's and Zapp's Aren't bad. From a chip standpoint they have typically great kettle crunch, but if you're looking for S/V flavor these have ""just a touch."""
131,B000G6RYNE,2,02/18/2009,"Bags O' Salt with chips added. I don't know if it was the case of chips we received or what, but everyone we allowed to sample the chips (in a buffet style setting) agreed that these were slightly on the salty side.One person jokingly stated that these would be terrific for melting ice and snow, due to the amount of salt in these.We had ordered these with the expectations that these would be similar to the Lay's Kettle Mesquite Potato Chips, but these Kettle brands outback bbq chips are the exact opposite.Sorry folks, we just had better expectations from these chips but they a little on the on the salty side.We are still looking forward to Amazon finally getting the Lay's Kettle Mesquite Potato Chips in stock.These got a 2 star, because the bbq powder they had used on these were flavorful enough to be unique."
132,B000G6RYNE,1,07/07/2008,"Chips These chips are greasy and taste burnt-there is grease in the bottom of the bag and the chips are saturated with it (especially at the bottom of the bag. Even if they are trans fat free, they need to be a lot less greasy."
133,B000G6RYNE,1,03/02/2012,"Garbage Don't waste your money on any of the Kettle brand potato chips. I bought a case of these, and a case of the cheddar and sour cream. Both cases ended up in the garbage can."
134,B000G6RYNE,1,11/16/2008,"They're Not Madhouse Munchies!!! DEfintely not as tasty as the Madhouse Munchies which are my family's favorite. Kettle's are dark/burnt,more broken bits, taste greasy-oily and not the light crunch. Oh well."
135,B000G6RYNE,1,11/03/2010,"Too SOUR! I love sour food but this one I can't bear. Too strong sour taste... and even when you open the bag, the sour smell is too strong. I don't like it."
136,B000G6RYNE,1,10/04/2010,"AWFUL TASTE Unless you really really really like vinegar - AVOID! Those chips should have been called ""Vinegar and Sea Salt"" - not ""Sea Salt and Vinegar""."
137,B000G6RYNE,5,09/02/2007,"delicious I have loved Kettle Brand Sea Salt and Vinegar chips since the first time i tried them. The fact that i was able to find them on-line for such a great price, was wonderful. I would definitely make the purchase again. THey are a quick and simple snack for lunch and it goes great with my cold sandwich."
138,B000G6RYNE,1,04/08/2011,"Kettle has sold out, the chips are horrible now Used to eat the Spicy Thai flavor all the time. MSG makes my body unhappy and this was one of the few flavored chips that was MSG free. Now they have changed the whole recipe and how they make them. Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"". They removed the NO MSG from the label so they know very well what they did.The worst part though is that they taste horrible. Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays. The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.What a shame, no more kettle chips for me. It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method. Dont be fooled into paying a premium price for these chips as they are not a premium product anymore."
139,B000G6RYNE,1,02/26/2011,"The bags were damaged with holes and stains. The chips were great...for the first few bags. However, after the first bag or two, I noticed that the remaining bags were damaged. There were holes in each bag and black, sticky stains on the outside. Other reviewers who bought around the same time that I did are now claiming that they found rodent holes in their bags of chips.The chips came in a sealed Kettle box, so it's hard to say who screwed up. But someone somewhere screwed up. These chips were a health hazard before the holes in the bag. Now? It's like a game of roulette."
140,B000G6RYNE,1,01/05/2011,"Kettle Chips Make Great Mouse Food After waiting a ridiculous amount of time for my case of 15 5oz bags to arrive, upon opening the box noticed that every bag had been chewed open by a mouse. Don't know if it is still in the box, but it is outside on the porch. When my son gets home, I'm going to have pictures taken and email to Amazon. The outside Amazon box was intact, so it had to be either from the Kettle Chips people or the Amazon warehouse, don't know which. I will never buy these again from Amazon. I cannot tell you how disgusted I am with this purchase. It makes me sick to think about it!I included pictures at the top of the page. Poor little mousie must have high cholesterol now.Update: I forgot to mention that I offered to email the above pictures of the mouse damage to Amazon but was told they didn't want them."
141,B000G6RYNE,5,02/25/2008,"orgasmic Kettle Chips are the best potato chip God has ever invented. I give the Lord thanks every day for delivering unto me such an incredulously delicious blend of ginger and spice, a veritable cornucopia of flavor. I have actually changed my diet to a strict regiment of the Spicy Thai & Sea Salt and Vinegar flavors, alternating days. I have already lost 5 lbs, not to mention the myriad of other health benefits I have been experiencing. Get your life back - with Kettle Chips."
142,B000G6RYNE,5,10/14/2007,"A tang that packs a punch! My daughter that has autism craves hot, spice and pungent foods. These are her absolute favorite chips! She calls them her sour chips and wants them in her lunch all the time. I love the crispy kettle way they're cooked."
143,B000G6RYNE,5,03/27/2007,"great (hot) new flavor.... I am a great fan of potato chips and of Thai food. I was so happy when Kettle Chips decided to meld two of my great loves together! (What a concept.....) These chips are spicy enough, without burning a hole in your tongue. Also, they have a nice hint of sweetness that makes them habit forming (careful!). Once in a while, this is a treat definitely worth indulging in."
144,B000G6RYNE,1,04/05/2012,"HORRIBLE I CANT BELIEVE THIS! Terrible! I cannot believe this, I received this item and EVERY SINGLE BAG WAS OPENED BUT 4!!!! I'm stationed in Afghanistan and this was gonna be a snack for my team while going out on missions. I was so embarrassed when the bags were opened and spilt out all in the box, gross! And the box is filled with grease stains. Idk if it was from the airplane ride all the way here, but the box should have been more insulated and bubble wrap should have been used instead of paper. I'm very unhappy with stale crusty chips out the bag and us soldiers cannot enjoy now."
145,B000G6RYNE,5,02/12/2012,"Favorite Kettle flavor and a great value! After reading some of the reviews, I got nervous and opened a bag from my recent order expecting the worst! No worries here. All bags are in great shape and expiration dates aren't until June. Chips, at least from the first bag, taste like they are supposed to and all is good in the world! By the way, fifteen bags for under thirty dollars is a ton less expensive than the going price around here at the local grocery store so, yay team!"
146,B000G6RYNE,1,01/06/2012,"Kettle Brand Potato Chips - New York Cheddar Kettle Branch Potato Chips New York Cheddar: These are good if you like kettle fried potato chips that are waaaay salty, on the burnt side, and taste rancid, either because the cheese flavoring or the oil it was fried in was already old. I want to like this brand of chips and try their new and other flavors every now and then. But, after having tried all sorts of other brands of kettle cooked chips, these just don't hit the spot for me."
147,B000G6RYNE,5,12/08/2011,My favorite flavor I am glad I was able to find these on this site. I love this flavor and they are so crunchy. The box is packed inside another box but still some bags end up as crumbs. Most of the bags survived in tact.
148,B000G6RYNE,5,10/04/2011,"So much flavor your farts will smell like sweet onions These chips taste awesome. And unlike most other flavored chips, they actually make sure that plenty of the flavory salty goodness gets on each individual chip. Just don't pass gas near any pretty ladies after consumption. They'll totally know it was you."
149,B000G6RYNE,5,09/04/2009,"Great Chip! With Kettle Chips, you really have to be careful. Some of their flavors are nauseating. With that said, they DO make fantastic plain chips. Thick cuts of potato, fried to a dark golden brown. They are crunchy and lightly salted with sea salt. I can't recommend these chips enough. You won't regret it.Some people say they are burnt but they aren't. From their website: ""Take a quick look and you'll see an immediate difference: Kettle Brand Potato Chips are a beautiful tawny gold. During cooking, the natural sugars of our select potatoes caramelize, creating chips from light gold to a deep amber. The results are flavors as deep and rich as the colors, and an artisanal display in every bag""Some have also said that these chips are oily, which is true. But they explain that on their website: ""At Kettle Foods we exclusively use expeller pressed high monounsaturated sunflower and/or safflower oil to make Kettle Brand products. Both of these oils are naturally free of trans fatty acids and are not hydrogenated in any way. We have taken the extra step of sending our products to independent third party labs to test for the presence of trans fats and results indicate we are ""trans fat free"" meaning none were detected. You will see zero trans fats listed on our packaging."" That oiliness is natural and happens when quality oil is being used.You will not find chips with such a natural potato flavor. I'm also a fan of their unsalted potato chips. For those of us watching our salt intake, the unsalted chips is the best you can get. Period."
150,B000G6RYNE,5,04/20/2009,"Awesome and delicious! These are among the best chips I have ever eaten! I first came upon them when I visited a CostPlus World Market store in Opelika, AL, in the Tiger Town Mall, in 2007. I wasn't a big fan of dijon-flavored anything, but I decided to give these chips a try. I was hooked. I probably ended up buying over a dozen bags within just a few months' time. I searched all over my part of Alabama (the northwestern part of the state) and could not find them. I later tried to find them at the World Market in Hoover, at the Patton Creek Shopping Center, and they did not carry this flavor. However, when I learned that they were available on Amazon.com, and also available for PRIME Shipping - I bought them as soon as I read ""Kettle Chips Honey Dijon, 9-Ounce Bags (Pack of 12)!""You get a pretty big box, filled with 12 bags of these delicious morsels. They last quite a while, but I will re-order, very, very soon! I suggest you buy them, in this bulk form, and enjoy them - you won't be disappointed! They go great with hamburgers and hot dogs - so they're perfect for spring and this coming summer's outdoor activities and cook-outs!Take my word for it, these chips are a hidden gem lost in the world of snack foods! Buy some today, and fall in love like me!"
151,B000G6RYNE,5,03/28/2009,The only thing I have ever been addicted too...these chips! I have never been addicted to anything in my life...until I tasted these chips. I have tried other brands of the sea salt and vinegar flavor and they are just not the same. You've got to stick with this blue bag of chips!
